volume,date,pct_px_change,abs_pct_change,5d_change,5d_abs,adjusted,adjusted_abs,adjusted_5d,adjusted_5d_abs,text,news_count
29067200,2012-01-13,-0.6821282401950901,0.6821282401950901,-0.5952380954514827,0.5952380954514827,-0.16479367118537036,0.16479367118537036,-2.7451915265519444,2.7451915265519444,['Nestle declines comment on Pfizer unit bid report'],1
132872800,2012-01-27,-0.6934812760914677,0.6934812760914677,-0.2846164671173277,0.2846164671173277,-0.6479853713683092,0.6479853713683092,-2.3480362813477664,2.3480362813477664,"[""US FDA approves Pfizer\\'s Inlyta for kidney cancer""]",1
55526800,2012-01-31,-0.834105653625894,0.834105653625894,-0.6200195602210582,0.6200195602210582,-0.7960452134236351,0.7960452134236351,-3.262419803843598,3.262419803843598,"['Generics take toll on Pfizer, Lilly profits', 'Pfizer trims 2012 view, citing stronger dollar']",2
37375900,2012-02-07,0.4773269683982173,0.4773269683982173,1.3301662708867625,1.3301662708867625,0.22444485639419032,0.22444485639419032,1.0334083512020564,1.0334083512020564,"[""India\\'s Pfizer to spin-off animal healthcare business"", ""Dealtalk: Nestle in lead to scoop up Pfizer\\'s baby formula unit"", ""DEALTALK-Nestle in lead to scoop up Pfizer\\'s baby formula unit""]",3
25262900,2012-02-14,0.14084507018305992,0.14084507018305992,0.14064697654991293,0.14064697654991293,0.26643608658046825,0.26643608658046825,-0.48070075636040105,0.48070075636040105,"[""Pfizer says its drug is best hope for Alzheimer\\'s"", ""Pfizer says its drug is best hope vs. Alzheimer\\'s""]",2
23297800,2012-02-21,0.14157621565884515,0.14157621565884515,0.0,0.0,0.09759117031564735,0.09759117031564735,-0.7987103395504602,0.7987103395504602,['Pfizer eyes tie-ups with more Chinese drugmakers'],1
38908600,2012-02-23,-1.5449438203854249,1.5449438203854249,2.1873514028172742,2.1873514028172742,-1.9860229940340646,1.9860229940340646,1.3822573528682338,1.3822573528682338,"['Mead, Danone vie vs Nestle for Pfizer unit: sources', 'Mead, Danone vie vs Nestle for Pfizer unit-sources']",2
32903100,2012-02-24,0.713266761973097,0.713266761973097,1.085930122080928,1.085930122080928,0.4936956571211626,0.4936956571211626,0.808416063931511,0.808416063931511,['Mead-Danone to fight Nestle for Pfizer unit-sources'],1
35813700,2012-02-27,0.3777148251328022,0.3777148251328022,1.1288805262925952,1.1288805262925952,0.20974578975201386,0.20974578975201386,1.4278014945047104,1.4278014945047104,['Pfizer buys vitamin C maker Emergen-C brands'],1
28499100,2012-02-28,-0.18814675438210138,0.18814675438210138,0.21206409011975996,0.21206409011975996,-0.47977696722916185,0.47977696722916185,2.254809074745286,2.254809074745286,['Pfizer recalls expired lot of Prevnar vaccine'],1
47555500,2012-03-01,1.727810651246231,1.727810651246231,-0.16286644969663336,0.16286644969663336,1.209638121278589,1.209638121278589,0.33811372923409466,0.33811372923409466,"[""Durect\\'s partner Pfizer to end pain drug deal""]",1
24715800,2012-03-02,-0.3722661708342345,0.3722661708342345,0.3269500237271373,0.3269500237271373,-0.0673217142457938,0.0673217142457938,0.13759746359064712,0.13759746359064712,['Nestle and Danone-Mead to battle for Pfizer unit'],1
32832600,2012-03-07,0.4937691040240111,0.4937691040240111,2.6204960226637284,2.6204960226637284,-0.20381902266275453,0.20381902266275453,-0.4895341929044821,0.4895341929044821,"['Bayer, Novartis mull Pfizer animal unit-reports']",1
36002100,2012-03-12,0.27932960915753036,0.27932960915753036,1.57845868114245,1.57845868114245,0.27206058243751663,0.27206058243751663,-1.2462953193329045,1.2462953193329045,['Pfizer CEO: spin-off more likely for animal health'],1
44692700,2012-03-13,2.181987000443475,2.181987000443475,-0.954111767113277,0.954111767113277,0.3793994158301617,0.3793994158301617,-1.6641664423409406,1.6641664423409406,"[""India\\'s Biocon to retain milestone payments from Pfizer deal"", ""India\\'s Biocon shares fall as Pfizer cancels sale deal"", ""UPDATE 6-Pfizer scraps insulin deal with India\\'s Biocon"", ""Pfizer scraps insulin deal with India\\'s Biocon"", ""CORRECTED-India\\'s Biocon to retain milestone payments from Pfizer deal"", 'Deutsche cuts Biocon target price after Pfizer exit']",6
30906800,2012-03-15,-0.09119927070394551,0.09119927070394551,-0.821542674544916,0.821542674544916,-0.6701428772687756,0.6701428772687756,-0.1742124392070704,0.1742124392070704,"['Bayer makes non-binding offer for Pfizer unit - paper', 'Pfizer CEO pay jumps on turnaround efforts']",2
32971100,2012-03-28,-0.39999999998145963,0.39999999998145963,-0.11155734050475623,0.11155734050475623,0.09585606046662587,0.09585606046662587,0.3226990842247079,0.3226990842247079,"[""Astellas extends deal to sell Pfizer\\'s Lipitor in Japan""]",1
48116300,2012-04-10,-0.29478458044936984,0.29478458044936984,1.4782806463238325,1.4782806463238325,1.383698995812832,1.383698995812832,-0.8616752031542165,0.8616752031542165,"['Court rules Pfizer can face some asbestos suits', 'US court rules Pfizer can face some asbestos suits']",2
29099600,2012-04-17,1.501364877321465,1.501364877321465,1.434334379211431,1.434334379211431,0.02015364046163981,0.02015364046163981,2.7069832148214763,2.7069832148214763,"[""Nestle near deal for Pfizer\\'s baby formula unit: WSJ"", ""Nestle near deal for Pfizer\\'s baby formula unit-WSJ"", 'Pfizer close to selling nutrition unit to Nestle-WSJ']",3
31548600,2012-04-18,0.627521290946742,0.627521290946742,1.915367482913586,1.915367482913586,0.9654562926925347,0.9654562926925347,1.4969272546638082,1.4969272546638082,"[""Nestle near buying Pfizer\\'s baby formula: sources"", ""Nestle near buying Pfizer\\'s baby formula -sources"", 'MARKET PULSE-US stocks to watch: Halliburton, Berkshire, Pfizer']",3
31451100,2012-04-19,-0.5122494432205693,0.5122494432205693,3.246026415531615,3.246026415531615,0.12983987197547897,0.12983987197547897,1.4743156977952943,1.4743156977952943,['TEXT-Fitch says credit negative in potential Nestle buy of Pfizer unit'],1
37825600,2012-04-20,1.0073875080153227,1.0073875080153227,2.30496453927766,2.30496453927766,0.8403819894938103,0.8403819894938103,0.5362077430003345,0.5362077430003345,"['Danone raises bid for Pfizer baby food unit: report', 'Danone raises bid for Pfizer baby food unit-report']",2
24577900,2012-04-23,-0.7978723403921584,0.7978723403921584,2.323503128064634,2.323503128064634,0.04301203768164452,0.04301203768164452,0.07187654738488902,0.07187654738488902,"[""BRIEF - Moody\\'s says Pfizer nutrition sale credit negative"", 'UPDATE 5-Nestle wins pricey battle for Pfizer baby food unit', 'Nestle may sell part of Pfizer assets -report', 'Nestle wins pricey battle for Pfizer baby food unit', 'Nestle to buy Pfizer Nutrition for $11.9 bln', 'Nestle may sell part of Pfizer assets: report', 'RPT Nestle to buy Pfizer baby food unit for $11.9 bln']",7
30693700,2012-04-25,1.1047282365109101,1.1047282365109101,-0.9615384614257212,0.9615384614257212,-0.26443642776801113,0.26443642776801113,-1.7733783925353537,1.7733783925353537,"[""TEXT-S&P Nestle \\'AA\\\\/A-1+\\' rtgs afrmd on Pfizer baby unit bid""]",1
110842600,2012-04-26,0.786713286680274,0.786713286680274,-1.994796183928707,1.994796183928707,0.0898241421316559,0.0898241421316559,-1.3455381929076284,1.3455381929076284,['Danone says discipline prevented Pfizer win'],1
89318500,2012-04-27,0.0867302691474503,0.0867302691474503,-3.032928943031452,3.032928943031452,-0.07736790444492492,0.07736790444492492,-0.6182270409552579,0.6182270409552579,['TEXT-S&P Summary: Pfizer Inc.'],1
43155300,2012-05-01,-0.5240174676592768,0.5240174676592768,-1.5803336259233767,1.5803336259233767,-1.1460236157710413,1.1460236157710413,1.39678730588101,1.39678730588101,"['U.S. FDA approves Pfizer\\\\/Protalix drug for Gaucher', 'Pfizer says on lookout for mid-size drug deals', 'Pfizer profits solid despite Lipitor loss', 'Pfizer beats profit forecast, helped by cost cuts']",4
35574400,2012-05-04,-0.9734513273204182,0.9734513273204182,2.1982122920049116,2.1982122920049116,0.642347595486481,0.642347595486481,3.2128108319020994,3.2128108319020994,"[""Pfizer\\'s Lyrica falls short in two pain studies"", ""Preview: U.S. panel seen backing Pfizer\\'s arthritis drug hope""]",2
34785000,2012-05-07,0.31277926755961527,0.31277926755961527,1.5871845870916919,1.5871845870916919,0.23978656702381418,0.23978656702381418,3.768074448655417,3.768074448655417,['FDA staff question Pfizer arthritis drug benefits'],1
74397200,2012-05-09,1.1150758254792947,1.1150758254792947,0.846325166999789,0.846325166999789,1.7082651337785193,1.7082651337785193,2.9901294985911315,2.9901294985911315,['U.S. FDA advisers back Pfizer arthritis drug'],1
39472700,2012-05-16,1.5246636772024535,1.5246636772024535,-2.4293286218683923,2.4293286218683923,1.9071445532203413,1.9071445532203413,-2.00773711396382,2.00773711396382,"[""Pfizer drug effective in rare children\\'s cancers""]",1
38401200,2012-05-17,-0.3533568908209994,0.3533568908209994,-1.8617021274455754,1.8617021274455754,1.1297418067901632,1.1297418067901632,-3.137875136490578,3.137875136490578,"[""RPT-Pfizer drug effective in rare children\\'s cancers""]",1
35307900,2012-05-22,-0.7542147294074764,0.7542147294074764,-1.475189986042099,1.475189986042099,-0.928496763285136,0.928496763285136,-1.1423609393023,1.1423609393023,"['FDA staff shoots down Pfizer rare disease drug', 'US FDA staff shoot down Pfizer rare disease drug']",2
26165200,2012-05-24,0.22634676305528512,0.22634676305528512,-2.258355917040633,2.258355917040633,0.02977913657273845,0.02977913657273845,1.0390107166748397,1.0390107166748397,['FDA panel votes against Pfizer rare disease drug'],1
19415200,2012-05-25,-0.0451671183008151,0.0451671183008151,-2.3497514686679026,2.3497514686679026,0.27928772179378614,0.27928772179378614,0.6782576154754225,0.6782576154754225,"['CORRECTED-US panel split on Pfizer rare disease drug', 'U.S. panel split on Pfizer rare disease drug']",2
54902100,2012-05-31,-0.7713248639181769,0.7713248639181769,0.32007315931581654,0.32007315931581654,-0.5512277174488212,0.5512277174488212,-0.12109212582670376,0.12109212582670376,['DEALTALK-Danone eyeing Latam assets post Nestle-Pfizer deal'],1
43558600,2012-06-01,-1.0516689533873413,1.0516689533873413,2.310536044517347,2.310536044517347,1.4660156893724907,1.4660156893724907,-1.5440207593330308,1.5440207593330308,['WebMD names Pfizer executive as new CEO'],1
34786900,2012-06-06,1.4351851853749764,1.4351851853749764,1.2779552711888833,1.2779552711888833,-0.8116576127025654,0.8116576127025654,1.2021804731794954,1.2021804731794954,['Pfizer job cuts highlight Irish exposure to patent expiries'],1
27802800,2012-06-07,0.1369237789837774,0.1369237789837774,2.825888787301482,2.825888787301482,0.0763039407579047,0.0763039407579047,1.7505385409563732,1.7505385409563732,"['Pfizer plans animal health IPO', 'Pfizer says aims for potential animal health IPO']",2
24631800,2012-06-12,0.40723981867001324,0.40723981867001324,2.343397927072364,2.343397927072364,-0.7418355949388777,0.7418355949388777,-0.27190768217694616,0.27190768217694616,"['CVS, Rite Aid sue Pfizer over depression drug']",1
23087200,2012-06-18,0.04422821756644435,0.04422821756644435,-0.6631299735821037,0.6631299735821037,-0.14959912710246215,0.14959912710246215,1.6285366932823482,1.6285366932823482,['FDA seeks more data on Pfizer rare disease drug'],1
22410000,2012-06-19,0.3978779837577884,0.3978779837577884,-1.2109202994108186,1.2109202994108186,-0.569383920632438,0.569383920632438,1.5304208943832527,1.5304208943832527,"[""Survey shows dim faith in Lilly, Pfizer Alzheimer\\'s drugs""]",1
21824000,2012-06-20,-0.17613386159068822,0.17613386159068822,-0.26466696052396643,0.26466696052396643,-0.014011532972701968,0.014011532972701968,1.440381755086191,1.440381755086191,"['CDC recommends expanded use of Pfizer vaccine', 'US CDC recommends expanded use of Pfizer vaccine', 'U.S. CDC recommends expanded use of Pfizer vaccine']",3
25415900,2012-06-21,-0.30877812061130827,0.30877812061130827,-0.30973451367250737,0.30973451367250737,1.935095513925722,1.935095513925722,-0.5740051272338492,0.5740051272338492,['Pfizer pain drug Lyrica gets added approval'],1
25713200,2012-06-22,0.5530973450041721,0.5530973450041721,1.210121012081211,1.210121012081211,-0.2170627278256232,0.2170627278256232,-0.7679997725783003,0.7679997725783003,"['Novartis, Astra win EU drug okays; Pfizer loses out', 'EU agency backs Astra antibiotic, not Pfizer Gaucher drug']",2
27249800,2012-06-25,-1.1221122112734183,1.1221122112734183,2.336448597854613,2.336448597854613,0.4813644860322097,0.4813644860322097,-1.6157292884887844,1.6157292884887844,"['US FDA rebuffs Bristol\\\\/Pfizer clot preventer', 'FDA rebuffs Bristol\\\\/Pfizer clot preventer', 'Bristol\\\\/Pfizer clot preventer delayed in U.S.']",3
24559000,2012-07-05,-0.874508089128434,0.874508089128434,0.0,0.0,-0.4233036638395138,0.4233036638395138,2.397836098344864,2.397836098344864,"['US OKs Lupin generic of Pfizer nerve pain drug', 'U.S. OKs Lupin generic of Pfizer nerve pain drug', 'Pfizer sued by retailers for generic Lipitor delay', 'Pfizer yanks breast, colon claims for Centrum vitamins']",4
107223500,2012-07-19,0.5280946344356385,0.5280946344356385,-1.3027947049397204,1.3027947049397204,0.2660286815646673,0.2660286815646673,-0.17014386659762026,0.17014386659762026,"[""U.S. court upholds Pfizer\\'s Lyrica patent protection"", ""Court upholds Pfizer\\'s Lyrica patent protection""]",2
112295700,2012-07-20,-0.39924353854051686,0.39924353854051686,0.5274261602153759,0.5274261602153759,0.5155898305899465,0.5155898305899465,-1.0919773712505214,1.0919773712505214,['Pfizer wins EU backing for new lung cancer drug'],1
104776100,2012-07-23,-0.42194092854592746,0.42194092854592746,0.4661016951587728,0.4661016951587728,0.5892703266100807,0.5892703266100807,-2.1913859051821536,2.1913859051821536,"[""Pfizer, J&J Alzheimer\\'s drug fails one of four big trials"", ""Pfizer, J&J Alzheimer\\'s drug fails one of 4 big trials"", ""Pfizer\\'s Lyrica does not hurt sperm in study""]",3
